abstract_id,model,num_sentences,num_sections,sections_present,hypothesis_length,fa_baseline_lp,fa_top_section,sh_top_section,top_section_agree,fa_time_s,sh_time_s,sh_forward_passes,fa_background,sh_background,words_background,fa_method,sh_method,words_method,fa_objective,sh_objective,words_objective,fa_other,sh_other,words_other,fa_result,sh_result,words_result
train_994,phi3,10,5,"background,method,objective,other,result",62,-31.984375,objective,objective,True,0.146,0.723,32,0.453125,8.11484375,104,2.140625,22.095625,34,13.515625,24.32328125,21,-0.375,7.7334375,9,13.390625,17.3734375,25
train_995,phi3,6,4,"background,method,other,result",67,-30.84375,background,background,True,0.112,0.337,16,98.65625,107.63046875,83,-0.34375,3.99390625,12,,,0,0.65625,1.72125,7,0.953125,8.060625,41
train_996,phi3,7,3,"method,objective,result",58,-43.6875,result,result,True,0.089,0.169,8,,,0,8.4375,20.705625,55,1.5,14.114375,18,,,0,56.6875,68.2425,57
train_997,phi3,5,3,"background,method,objective",54,-32.78125,background,background,True,0.091,0.171,8,52.09375,57.6603125,66,-0.09375,5.1546875,53,7.0625,9.84125,28,,,0,,,0
train_998,phi3,7,4,"background,method,objective,result",59,-30.859375,background,background,True,0.116,0.347,16,28.578125,30.25515625,31,-0.109375,9.66328125,109,3.578125,12.5309375,31,,,0,1.078125,8.56625,15
train_999,phi3,10,3,"background,method,result",61,-36.375,result,result,True,0.095,0.176,8,0.6875,6.748125,52,15.84375,23.8990625,30,,,0,,,0,91.1875,95.4778125,73
train_1000,phi3,9,4,"background,method,objective,result",51,-34.0,method,background,False,0.136,0.377,16,43.3125,52.34625,62,47.0,50.2303125,74,1.90625,5.2434375,30,,,0,0.9375,12.68,60
train_1001,phi3,7,4,"background,method,objective,result",54,-39.0625,objective,objective,True,0.114,0.342,16,-0.46875,3.02375,51,20.5,33.24125,65,42.25,54.863125,16,,,0,1.75,5.059375,24
train_1002,phi3,7,4,"background,method,objective,result",55,-33.5,method,method,True,0.115,0.345,16,-0.40625,7.3934375,22,47.8125,53.8303125,19,5.46875,18.16,90,,,0,15.15625,17.74125,22
train_1003,phi3,8,3,"background,method,result",59,-28.640625,method,method,True,0.092,0.173,8,32.109375,37.4496875,30,59.171875,59.8796875,114,,,0,,,0,0.5,1.905,28
train_1004,phi3,7,2,"background,method",52,-27.421875,background,background,True,0.067,0.085,4,93.828125,102.03,72,3.859375,14.298125,70,,,0,,,0,,,0
train_1005,phi3,7,4,"background,method,objective,result",61,-31.0625,method,method,True,0.111,0.338,16,41.3125,44.435,34,62.4375,60.988125,40,-0.046875,7.33546875,20,,,0,1.625,14.92890625,38
train_1006,phi3,7,3,"background,method,result",59,-34.21875,method,method,True,0.087,0.166,8,3.34375,12.189375,14,38.71875,53.485625,54,,,0,,,0,4.5,16.10625,52
train_1007,phi3,10,4,"background,method,objective,result",60,-33.84375,background,background,True,0.116,0.346,16,58.46875,63.2003125,114,-0.1875,1.851875,16,0.8125,6.4653125,16,,,0,-0.21875,3.01375,31
train_1008,phi3,10,3,"background,method,result",54,-38.96875,background,background,True,0.102,0.185,8,164.03125,171.014375,103,-2.0625,6.73125,91,,,0,,,0,-0.1875,2.285625,9
train_1009,phi3,6,3,"background,method,result",55,-36.3125,result,result,True,0.085,0.164,8,4.84375,4.9321875,26,23.09375,23.2353125,45,,,0,,,0,68.5,69.77,43
train_1010,phi3,5,3,"background,method,result",53,-32.03125,method,method,True,0.091,0.173,8,9.5,11.6825,31,29.03125,34.2675,90,,,0,,,0,6.25,9.39375,28
train_1011,phi3,9,4,"background,method,objective,result",61,-29.515625,method,method,True,0.129,0.371,16,44.984375,48.87546875,95,67.984375,69.35453125,65,-1.109375,5.86578125,53,,,0,1.828125,9.76359375,23
train_1012,phi3,5,2,"background,method",58,-35.53125,method,method,True,0.063,0.081,4,9.75,18.55,37,117.84375,129.04375,60,,,0,,,0,,,0
train_1013,phi3,6,3,"background,method,result",60,-23.890625,method,method,True,0.092,0.175,8,4.484375,18.446875,83,128.859375,145.2884375,62,,,0,,,0,-0.5625,2.3740625,31
train_1014,phi3,7,4,"background,method,objective,result",65,-25.171875,objective,objective,True,0.114,0.34,16,15.734375,24.94453125,12,0.46875,13.08109375,70,175.078125,185.051875,72,,,0,0.3125,1.000625,14
train_1015,phi3,6,4,"background,method,objective,result",59,-39.46875,background,background,True,0.108,0.328,16,21.28125,40.1153125,48,-0.25,3.0684375,12,2.15625,20.500625,18,,,0,12.59375,23.721875,22
train_1016,phi3,7,3,"background,objective,result",56,-44.0,background,background,True,0.089,0.171,8,42.0,51.1978125,83,,,0,3.96875,9.5840625,28,,,0,3.96875,14.405625,39
train_1017,phi3,6,3,"background,method,result",52,-34.09375,result,result,True,0.09,0.17,8,24.0,28.213125,44,-0.59375,4.9515625,23,,,0,,,0,97.53125,101.3665625,79
train_1018,phi3,4,3,"background,objective,result",64,-38.3125,objective,objective,True,0.083,0.159,8,29.4375,32.3334375,31,,,0,31.375,34.5246875,23,,,0,0.21875,1.829375,16
train_1019,phi3,7,4,"background,method,objective,result",63,-35.53125,background,result,False,0.113,0.339,16,7.46875,15.1046875,43,0.625,8.31875,51,-0.875,3.326875,22,,,0,4.5,17.6559375,21
train_1020,phi3,8,4,"background,method,objective,result",60,-35.71875,method,method,True,0.112,0.336,16,23.5,28.3903125,57,48.21875,51.0946875,56,24.875,27.8696875,13,,,0,0.28125,1.8015625,15
train_1021,phi3,9,5,"background,method,objective,other,result",63,-26.53125,method,method,True,0.179,0.801,32,0.40625,6.131875,30,136.84375,147.85140625,84,-1.0,8.19453125,17,-0.015625,2.56296875,10,-0.796875,12.85296875,94
train_1022,phi3,8,4,"background,method,objective,result",61,-32.125,objective,objective,True,0.128,0.365,16,-1.296875,6.99984375,43,4.3125,13.49859375,69,27.21875,31.9203125,41,,,0,7.96875,19.64375,46
train_1023,phi3,10,4,"background,method,objective,result",72,-34.0625,method,method,True,0.141,0.391,16,48.1875,52.7690625,27,77.25,85.76625,158,-0.0625,10.98125,64,,,0,0.46875,2.9209375,11
train_1024,phi3,7,3,"background,method,result",55,-26.828125,background,method,False,0.087,0.166,8,51.171875,56.09296875,46,44.234375,64.48359375,46,,,0,,,0,-0.078125,9.3453125,11
train_1025,phi3,5,3,"background,method,result",69,-33.75,result,result,True,0.086,0.164,8,15.5625,19.55375,50,20.125,22.325625,44,,,0,,,0,50.75,47.933125,27
train_1026,phi3,9,3,"background,method,result",50,-33.34375,method,method,True,0.1,0.183,8,33.40625,44.3371875,74,54.53125,61.8209375,98,,,0,,,0,2.15625,8.498125,28
train_1027,phi3,10,3,"background,method,result",51,-31.046875,method,method,True,0.108,0.193,8,39.203125,44.61203125,190,55.828125,60.35578125,24,,,0,,,0,26.140625,26.3603125,18
train_1028,phi3,5,4,"background,method,objective,result",54,-33.375,objective,objective,True,0.11,0.334,16,21.25,24.964375,22,6.84375,10.044375,60,31.375,35.3496875,23,,,0,0.375,1.7040625,9
train_1029,phi3,7,4,"background,method,objective,result",56,-38.25,result,result,True,0.113,0.343,16,0.0625,8.7925,10,15.90625,24.501875,16,18.65625,33.833125,43,,,0,53.9375,61.9975,66
train_1030,phi3,6,3,"background,method,objective",66,-31.359375,objective,objective,True,0.084,0.162,8,2.203125,9.57765625,20,62.390625,63.4271875,38,79.765625,79.76078125,31,,,0,,,0
train_1031,phi3,5,3,"method,objective,result",65,-33.65625,method,method,True,0.089,0.171,8,,,0,96.59375,101.515625,73,5.53125,7.6459375,38,,,0,0.4375,4.0571875,24
train_1032,phi3,4,4,"background,method,objective,result",63,-31.21875,objective,objective,True,0.105,0.322,16,26.0625,33.5534375,20,-2.265625,-3.55078125,16,41.03125,48.47421875,33,,,0,0.203125,2.679375,17
train_1033,phi3,5,4,"background,method,objective,result",59,-40.84375,objective,objective,True,0.114,0.339,16,18.125,32.0059375,68,-0.25,-1.8353125,26,66.53125,80.375,32,,,0,0.28125,13.985625,17
train_1034,phi3,7,3,"background,method,result",59,-34.0,method,method,True,0.091,0.172,8,14.5,15.2,35,51.875,54.023125,69,,,0,,,0,48.0625,50.651875,59
train_1035,phi3,4,2,"background,objective",47,-27.390625,objective,objective,True,0.063,0.081,4,21.703125,35.69375,13,,,0,61.609375,79.415625,73,,,0,,,0
train_1036,phi3,8,3,"background,method,result",49,-36.78125,method,method,True,0.094,0.177,8,14.59375,23.1628125,66,104.84375,117.0040625,87,,,0,,,0,-0.96875,4.176875,28
train_1037,phi3,9,4,"background,objective,other,result",62,-28.125,result,result,True,0.111,0.336,16,1.03125,7.85375,51,,,0,26.875,35.10734375,20,-0.328125,1.51375,8,77.75,81.15015625,56
train_1038,phi3,4,2,"background,method",59,-47.90625,background,background,True,0.064,0.081,4,56.34375,67.9625,49,27.71875,42.50625,39,,,0,,,0,,,0
train_1039,phi3,6,4,"background,method,objective,result",54,-33.96875,result,result,True,0.11,0.334,16,-0.53125,-2.894375,12,1.875,4.5215625,17,26.84375,27.9765625,33,,,0,118.03125,118.6775,49
train_1040,phi3,5,3,"background,method,other",56,-46.46875,method,method,True,0.084,0.159,8,3.03125,10.4503125,12,56.90625,68.608125,60,,,0,-0.4375,0.9103125,6,,,0
train_1041,phi3,5,2,"background,result",62,-43.5,result,result,True,0.063,0.081,4,5.96875,19.9525,27,,,0,,,0,,,0,68.5,86.2975,68
train_1042,phi3,7,4,"background,method,objective,result",67,-31.125,objective,objective,True,0.112,0.334,16,17.21875,23.62390625,13,0.828125,7.2909375,20,44.75,52.81515625,71,,,0,0.53125,1.9575,23
train_1043,phi3,7,3,"background,method,other",65,-39.65625,method,method,True,0.091,0.172,8,35.15625,31.4896875,95,77.78125,71.9028125,51,,,0,-1.28125,0.70125,7,,,0
train_1044,phi3,6,2,"background,method",55,-37.8125,method,method,True,0.068,0.086,4,54.6875,58.62,100,76.1875,81.1925,87,,,0,,,0,,,0
train_1045,phi3,6,2,"method,other",56,-77.1875,method,method,True,0.063,0.082,4,,,0,4.5625,7.7125,27,,,0,-6.75,-4.275,31,,,0
train_1046,phi3,7,4,"background,method,objective,result",70,-31.640625,result,result,True,0.115,0.339,16,-0.484375,6.16546875,14,-0.359375,2.7253125,10,-1.78125,17.37796875,43,,,0,82.484375,99.715625,89
train_1047,phi3,9,2,"background,method",52,-32.71875,background,background,True,0.074,0.095,4,95.28125,110.46125,163,3.0,22.32,66,,,0,,,0,,,0
train_1048,phi3,5,4,"background,method,objective,result",54,-39.34375,result,background,False,0.11,0.334,16,26.65625,30.8846875,45,0.90625,-2.2778125,23,18.03125,21.639375,35,,,0,26.84375,21.66,16
train_1049,phi3,6,3,"background,method,objective",60,-35.71875,background,background,True,0.085,0.164,8,54.40625,64.7690625,70,24.59375,25.175,19,18.28125,24.9621875,20,,,0,,,0
train_1050,phi3,5,3,"background,method,result",58,-29.984375,background,background,True,0.087,0.168,8,39.140625,48.19828125,51,0.375,1.6403125,27,,,0,,,0,11.109375,19.36453125,49
train_1051,phi3,5,3,"method,objective,result",59,-26.46875,method,method,True,0.09,0.171,8,,,0,49.59375,61.335,91,33.46875,44.61875,29,,,0,-0.125,5.3275,31
train_1052,phi3,7,3,"background,method,result",52,-31.734375,method,method,True,0.089,0.17,8,4.859375,6.00359375,60,56.453125,57.06671875,48,,,0,,,0,2.671875,2.6953125,39
train_1053,phi3,9,4,"background,method,objective,result",57,-30.734375,method,method,True,0.119,0.35,16,5.046875,10.16609375,17,14.671875,32.580625,56,4.171875,13.00671875,21,,,0,2.953125,29.8871875,90
train_1054,phi3,5,2,"background,objective",56,-38.625,background,background,True,0.069,0.088,4,51.4375,60.82875,129,,,0,-0.09375,11.85875,43,,,0,,,0
train_1055,phi3,8,2,"method,result",63,-35.09375,method,method,True,0.066,0.084,4,,,0,131.53125,144.4975,110,,,0,,,0,2.03125,18.53375,36
train_1056,phi3,6,2,"background,result",55,-42.09375,background,background,True,0.063,0.082,4,100.90625,110.93,110,,,0,,,0,,,0,0.71875,13.47625,13
train_1057,phi3,5,2,"background,result",60,-31.1875,background,background,True,0.062,0.081,4,53.0625,60.8175,42,,,0,,,0,,,0,0.9375,10.8075,43
train_1058,phi3,7,4,"background,method,other,result",62,-35.125,result,result,True,0.109,0.33,16,13.0,17.3640625,23,25.5,28.6528125,35,,,0,-1.0,0.3128125,6,69.0,73.0453125,54
train_1059,phi3,8,3,"background,method,result",58,-37.0625,result,result,True,0.089,0.17,8,15.34375,24.8815625,28,-0.3125,10.8525,52,,,0,,,0,85.5,93.0784375,65
train_1060,phi3,4,3,"background,objective,other",65,-28.0625,objective,objective,True,0.083,0.159,8,34.375,32.22890625,15,,,0,99.625,100.58296875,30,-0.734375,3.500625,9,,,0
train_1061,phi3,4,3,"background,objective,other",59,-31.84375,objective,objective,True,0.083,0.158,8,0.84375,11.0103125,8,,,0,101.78125,112.5875,59,0.34375,8.8084375,8,,,0
train_1062,phi3,5,2,"background,result",68,-28.71875,background,background,True,0.063,0.081,4,32.9375,46.006875,65,,,0,,,0,,,0,3.265625,19.899375,30
train_1063,phi3,3,3,"background,method,objective",59,-24.421875,method,method,True,0.082,0.159,8,9.265625,15.95140625,33,48.015625,60.80171875,23,0.671875,1.95,6,,,0,,,0
train_1064,phi3,10,3,"background,method,other",62,-31.75,method,method,True,0.095,0.178,8,0.3125,0.52546875,37,80.5625,82.09078125,160,,,0,-0.328125,1.32125,6,,,0
train_1065,phi3,8,3,"background,method,result",59,-31.421875,background,background,True,0.088,0.167,8,101.953125,106.18640625,74,0.828125,5.72390625,49,,,0,,,0,0.828125,3.9178125,16
train_1066,phi3,7,3,"method,objective,result",47,-32.5,objective,objective,True,0.093,0.175,8,,,0,0.59375,3.525625,46,111.875,117.009375,75,,,0,1.625,5.465,31
train_1067,phi3,4,2,"objective,result",56,-33.0,objective,objective,True,0.061,0.079,4,,,0,,,0,62.75,65.3075,63,,,0,0.1875,3.4425,14
train_1068,phi3,8,4,"background,method,objective,result",58,-30.0625,background,background,True,0.118,0.348,16,58.1875,56.1809375,52,0.34375,-1.5884375,74,27.0,26.9721875,18,,,0,0.75,4.6228125,33
train_1069,phi3,7,4,"background,method,objective,result",61,-30.4375,background,background,True,0.11,0.335,16,61.25,61.0953125,39,26.6875,22.33359375,48,40.0,38.12921875,22,,,0,0.953125,6.754375,21
train_1070,phi3,7,4,"background,method,objective,result",57,-27.65625,result,result,True,0.119,0.352,16,-0.171875,5.6021875,46,-0.765625,4.79859375,70,20.5,28.51765625,11,,,0,65.71875,74.6753125,29
train_1071,phi3,10,3,"background,method,objective",61,-33.25,method,method,True,0.094,0.174,8,-0.71875,6.1203125,55,117.0,126.1684375,116,1.0,15.71125,13,,,0,,,0
train_1072,phi3,8,3,"background,method,result",60,-40.96875,method,method,True,0.09,0.175,8,3.3125,14.6940625,34,85.65625,105.9975,102,,,0,,,0,-1.1875,5.2146875,35
train_1073,phi3,7,2,"method,result",64,-34.5625,result,result,True,0.069,0.086,4,,,0,44.25,48.5675,51,,,0,,,0,80.5,85.995,126
train_1074,phi3,7,3,"background,method,objective",47,-34.03125,method,method,True,0.101,0.187,8,1.3125,13.60125,25,69.53125,95.6075,161,0.0,6.885,20,,,0,,,0
train_1075,phi3,5,3,"background,objective,other",62,-36.09375,objective,objective,True,0.087,0.164,8,23.65625,23.4359375,17,,,0,82.28125,83.8225,100,-1.25,0.7728125,7,,,0
train_1076,phi3,4,2,"background,method",52,-26.171875,method,method,True,0.063,0.081,4,1.65625,12.12,61,59.015625,72.333125,23,,,0,,,0,,,0
train_1077,phi3,8,4,"method,objective,other,result",61,-30.984375,objective,objective,True,0.119,0.35,16,,,0,0.765625,13.59890625,16,20.265625,27.10859375,54,-0.140625,0.5,6,1.640625,9.620625,98
train_1078,phi3,10,4,"background,method,objective,result",61,-43.90625,result,result,True,0.142,0.389,16,8.5,17.613125,110,0.34375,10.8334375,53,1.0625,10.04375,26,,,0,25.96875,40.9159375,69
train_1079,phi3,10,3,"background,method,objective",48,-33.34375,method,method,True,0.092,0.175,8,1.34375,8.66375,49,23.4375,26.5875,97,21.96875,25.0925,17,,,0,,,0
train_1080,phi3,10,4,"background,method,objective,result",55,-29.515625,result,result,True,0.12,0.349,16,16.609375,23.02640625,36,-0.375,7.60484375,49,0.328125,0.011875,10,,,0,43.046875,46.84125,68
train_1081,phi3,6,4,"background,method,objective,result",54,-24.875,method,method,True,0.113,0.34,16,-0.046875,3.238125,51,73.875,74.3440625,47,0.046875,4.751875,35,,,0,-0.640625,-0.3340625,18
train_1082,phi3,4,2,"background,objective",52,-28.0,objective,objective,True,0.065,0.084,4,3.578125,12.37125,69,,,0,60.3125,71.50375,62,,,0,,,0
train_1083,phi3,8,3,"background,method,result",54,-30.703125,result,result,True,0.088,0.168,8,1.765625,12.84578125,36,0.546875,3.04671875,33,,,0,,,0,70.671875,79.341875,56
train_1084,phi3,6,3,"background,method,result",62,-31.859375,method,method,True,0.092,0.175,8,7.859375,14.92640625,68,73.578125,82.04578125,58,,,0,,,0,2.265625,7.5434375,42
train_1085,phi3,10,3,"background,method,objective",66,-30.5625,objective,objective,True,0.091,0.172,8,28.03125,30.1740625,51,-0.78125,12.8371875,83,69.8125,70.30125,40,,,0,,,0
train_1086,phi3,8,3,"background,method,result",56,-39.1875,result,method,False,0.096,0.181,8,3.09375,10.2965625,28,44.25,53.175625,126,,,0,,,0,50.5,51.9653125,35
train_1087,phi3,9,3,"background,method,result",42,-26.9375,result,result,True,0.093,0.175,8,34.0625,37.0346875,13,0.828125,5.08640625,115,,,0,,,0,40.0,42.31640625,33
train_1088,phi3,4,3,"method,objective,result",55,-28.6875,method,method,True,0.084,0.162,8,,,0,28.6875,33.0496875,41,7.1875,13.0628125,17,,,0,16.15625,14.825,10
train_1089,phi3,8,4,"background,method,objective,result",40,-30.15625,objective,objective,True,0.133,0.374,16,0.90625,8.5715625,57,0.0625,11.0865625,29,58.84375,73.489375,71,,,0,16.4375,20.94625,40
train_1090,phi3,8,4,"background,method,objective,result",64,-28.546875,result,result,True,0.12,0.355,16,9.359375,15.494375,38,-0.71875,3.729375,28,-0.96875,6.4653125,21,,,0,63.703125,69.8265625,103
train_1091,phi3,5,4,"background,method,objective,result",60,-28.59375,method,method,True,0.109,0.329,16,2.40625,17.1409375,41,55.03125,56.9228125,17,53.21875,52.818125,20,,,0,41.28125,56.649375,17
train_1092,phi3,8,3,"method,objective,result",54,-39.21875,objective,objective,True,0.106,0.191,8,,,0,25.59375,37.260625,74,45.40625,50.856875,61,,,0,-0.8125,7.03875,100
train_1093,phi3,10,2,"method,result",60,-27.75,method,result,False,0.075,0.093,4,,,0,53.9375,71.5925,68,,,0,,,0,50.5625,73.0325,167
train_1094,phi3,10,4,"background,method,objective,result",53,-34.25,result,result,True,0.119,0.351,16,2.625,8.1828125,77,7.125,19.1971875,63,-0.28125,2.1003125,30,,,0,19.65625,30.9571875,28
train_1095,phi3,5,3,"background,method,objective",58,-38.875,background,background,True,0.087,0.167,8,70.6875,76.51625,43,1.1875,4.46875,63,2.71875,13.64,16,,,0,,,0
train_1096,phi3,6,4,"background,method,objective,other",57,-42.65625,method,method,True,0.11,0.336,16,2.5,9.0615625,22,112.59375,119.36375,69,3.21875,13.3115625,14,0.65625,3.481875,24,,,0
train_1097,phi3,5,3,"background,method,result",53,-32.375,method,background,False,0.092,0.172,8,19.5,31.4084375,32,19.6875,26.8984375,69,,,0,,,0,2.125,6.318125,50
train_1098,phi3,4,2,"background,method",59,-34.4375,method,method,True,0.063,0.081,4,4.59375,12.6375,46,60.9375,71.175,45,,,0,,,0,,,0
train_1099,phi3,6,4,"background,method,objective,result",55,-29.5625,objective,objective,True,0.116,0.343,16,-0.71875,5.07625,18,-0.65625,7.9784375,52,93.1875,102.82875,36,,,0,2.09375,4.6790625,41
train_1100,phi3,3,2,"background,result",58,-39.15625,background,background,True,0.06,0.078,4,72.78125,78.0475,46,,,0,,,0,,,0,-0.78125,5.92125,10
train_1101,phi3,10,3,"background,method,result",60,-48.1875,background,background,True,0.092,0.173,8,92.3125,103.13375,45,11.3125,21.825625,57,,,0,,,0,14.25,21.728125,60
train_1102,phi3,9,3,"background,method,result",66,-31.546875,method,method,True,0.09,0.168,8,-0.234375,11.12640625,18,32.140625,51.93640625,104,,,0,,,0,0.015625,10.7653125,53
train_1103,phi3,8,3,"background,method,result",54,-37.03125,method,method,True,0.093,0.174,8,1.375,5.311875,71,62.71875,64.940625,75,,,0,,,0,10.0,7.90375,40
train_1104,phi3,4,3,"method,objective,result",51,-29.734375,method,method,True,0.085,0.161,8,,,0,52.890625,54.1634375,53,8.796875,12.0390625,20,,,0,-1.1875,2.000625,13
train_1105,phi3,3,2,"background,objective",44,-30.46875,background,background,True,0.061,0.079,4,74.40625,78.105,57,,,0,3.09375,7.80125,18,,,0,,,0
train_1106,phi3,7,3,"method,objective,result",54,-32.6875,method,method,True,0.092,0.174,8,,,0,38.125,49.3921875,125,11.1875,22.715625,20,,,0,2.03125,6.3921875,29
train_1108,phi3,6,3,"background,method,objective",58,-28.109375,objective,objective,True,0.085,0.163,8,0.265625,5.24640625,19,4.609375,12.01125,61,42.015625,53.13296875,26,,,0,,,0
train_1109,phi3,5,4,"background,method,objective,result",60,-29.9375,method,method,True,0.11,0.334,16,40.5625,39.028125,33,120.4375,124.1803125,48,17.09375,22.3090625,22,,,0,0.0625,4.42,27
train_1110,phi3,5,2,"background,objective",63,-47.625,background,objective,False,0.067,0.086,4,15.15625,29.8825,113,,,0,14.0,32.7425,62,,,0,,,0
train_1111,phi3,5,3,"background,method,result",61,-31.953125,method,method,True,0.086,0.163,8,14.546875,19.08921875,54,51.546875,57.04296875,45,,,0,,,0,0.109375,1.2896875,12
train_1112,phi3,8,3,"background,method,result",63,-37.09375,background,background,True,0.102,0.188,8,47.96875,49.426875,41,6.5625,22.9896875,55,,,0,,,0,18.0,25.9896875,113
train_1113,phi3,6,3,"background,method,result",62,-34.21875,method,method,True,0.092,0.173,8,69.09375,70.0846875,39,72.90625,76.2765625,107,,,0,,,0,0.65625,6.295,30
train_1114,phi3,10,3,"background,method,result",57,-31.9375,method,method,True,0.093,0.176,8,-0.03125,6.5725,33,58.375,69.4271875,88,,,0,,,0,7.90625,15.8753125,45
train_1115,phi3,9,4,"background,method,objective,result",54,-40.25,method,method,True,0.118,0.35,16,3.25,3.136875,14,64.6875,65.8859375,124,31.375,31.1984375,16,,,0,0.84375,4.40375,22
train_1116,phi3,10,3,"background,method,result",44,-29.34375,method,method,True,0.1,0.182,8,2.03125,12.80375,71,70.34375,78.161875,65,,,0,,,0,29.6875,36.190625,65
train_1117,phi3,7,4,"background,method,other,result",56,-40.96875,result,result,True,0.11,0.337,16,32.53125,37.5409375,39,24.71875,32.0378125,28,,,0,0.15625,1.07625,6,63.09375,64.37625,59
train_1118,phi3,7,3,"background,method,result",64,-23.078125,method,method,True,0.088,0.168,8,0.03125,4.781875,42,38.421875,55.0196875,61,,,0,,,0,-0.78125,18.5578125,45
train_1119,phi3,9,4,"background,method,objective,result",58,-31.4375,method,method,True,0.142,0.384,16,-0.125,2.635625,46,36.875,46.0996875,107,13.53125,19.2734375,28,,,0,13.65625,20.61625,58
train_1120,phi3,6,4,"background,method,objective,result",60,-35.25,method,method,True,0.108,0.332,16,1.375,9.229375,27,137.0,146.2521875,40,-0.34375,7.0696875,17,,,0,0.9375,1.32375,23
train_1121,phi3,5,4,"background,method,objective,result",64,-31.84375,method,method,True,0.106,0.326,16,4.75,6.8675,9,47.21875,54.5740625,41,16.71875,18.8578125,21,,,0,2.53125,5.106875,23
train_1122,phi3,7,3,"background,method,result",55,-32.125,method,method,True,0.087,0.168,8,4.4375,17.585625,52,56.125,68.39,29,,,0,,,0,45.125,54.024375,27
train_1123,phi3,7,3,"background,method,objective",59,-34.96875,background,background,True,0.087,0.167,8,37.71875,47.650625,69,0.9375,9.8078125,40,10.75,17.1978125,27,,,0,,,0
train_1124,phi3,3,2,"background,result",44,-20.5625,result,result,True,0.065,0.083,4,6.828125,9.43375,22,,,0,,,0,,,0,126.0625,129.37875,84
train_1125,phi3,7,4,"background,method,objective,result",54,-29.046875,method,method,True,0.127,0.363,16,5.203125,20.11859375,61,38.328125,54.76078125,57,1.046875,11.2575,33,,,0,9.265625,30.56625,62
train_1126,phi3,10,4,"background,method,objective,result",50,-31.375,method,method,True,0.119,0.354,16,1.53125,3.493125,44,137.0,137.710625,94,13.03125,12.8828125,14,,,0,1.4375,5.4134375,23
train_1127,phi3,7,4,"background,method,objective,result",67,-30.421875,objective,objective,True,0.112,0.341,16,15.921875,20.18828125,57,0.671875,6.3378125,13,58.078125,66.46140625,46,,,0,-0.03125,1.778125,17
train_1128,phi3,7,3,"background,method,result",60,-32.34375,method,method,True,0.095,0.176,8,33.96875,41.08421875,65,61.96875,61.07734375,82,,,0,,,0,-0.546875,6.2446875,32
train_1129,phi3,5,3,"background,objective,result",54,-34.0,objective,objective,True,0.085,0.164,8,4.1875,18.9640625,32,,,0,28.96875,27.906875,32,,,0,13.59375,22.4415625,23
train_1130,phi3,10,4,"background,method,objective,result",55,-45.4375,result,result,True,0.142,0.386,16,0.0625,7.3584375,43,1.0625,10.8746875,79,2.46875,13.8025,27,,,0,40.75,55.276875,93
train_1131,phi3,8,4,"background,method,objective,result",54,-33.90625,background,background,True,0.112,0.338,16,61.65625,64.7375,40,15.15625,22.6296875,44,0.4375,10.6209375,21,,,0,0.96875,6.980625,18
train_1132,phi3,5,3,"background,method,result",57,-32.125,result,result,True,0.091,0.173,8,2.1875,14.506875,30,11.78125,35.8559375,81,,,0,,,0,38.0625,49.6371875,38
train_1133,phi3,6,4,"background,method,objective,result",59,-20.375,background,background,True,0.109,0.333,16,60.625,52.390625,42,47.25,36.8325,21,44.25,34.03625,45,,,0,9.5625,7.240625,23
train_1134,phi3,4,2,"background,method",51,-26.34375,method,method,True,0.059,0.077,4,16.28125,21.63,23,16.78125,23.58875,37,,,0,,,0,,,0
train_1135,phi3,5,3,"background,objective,result",51,-35.78125,objective,objective,True,0.086,0.165,8,1.09375,13.2115625,62,,,0,35.96875,50.0453125,16,,,0,8.90625,15.649375,29
train_1136,phi3,5,3,"background,method,objective",62,-44.5,method,objective,False,0.091,0.169,8,7.78125,14.8396875,16,49.6875,46.7665625,86,46.3125,48.01875,45,,,0,,,0
train_1137,phi3,8,4,"background,method,objective,result",58,-44.875,objective,objective,True,0.116,0.344,16,14.34375,22.49,89,0.125,3.73625,16,50.0625,62.1175,30,,,0,16.03125,30.15625,40
train_1138,phi3,7,5,"background,method,objective,other,result",45,-18.890625,method,method,True,0.136,0.676,32,-0.59375,2.9359375,7,95.421875,102.25734375,54,17.859375,25.959375,24,0.109375,1.69671875,6,-0.46875,15.385,31
train_1139,phi3,6,3,"method,objective,other",52,-31.015625,method,method,True,0.085,0.163,8,,,0,57.921875,62.303125,87,0.421875,5.275625,38,-0.34375,1.405625,1,,,0
train_1140,phi3,6,4,"background,method,objective,result",63,-25.75,objective,objective,True,0.115,0.343,16,10.71875,17.806875,60,0.1875,5.486875,26,42.9375,49.74125,42,,,0,3.296875,0.465,17
train_1141,phi3,9,3,"background,method,result",53,-27.59375,method,method,True,0.1,0.185,8,13.03125,26.9303125,38,45.96875,52.840625,124,,,0,,,0,2.25,12.5728125,42
train_1142,phi3,10,4,"background,method,objective,result",63,-27.640625,background,background,True,0.132,0.373,16,122.734375,129.21984375,78,0.28125,9.77328125,74,-0.046875,-1.0853125,50,,,0,-0.28125,4.0765625,34
train_1143,phi3,5,3,"method,objective,result",52,-33.5625,method,method,True,0.085,0.163,8,,,0,76.9375,89.3321875,55,0.53125,8.55,12,,,0,0.40625,7.5553125,24
